-4.782922863960266113e-01,-3.654636383056640625e+00,-1.869903564453125000e+00
-4.752059653401374817e-02,-3.783825635910034180e+00,-1.788682103157043457e+00
2.346664667129516602e-01,-3.709162712097167969e+00,-1.812476158142089844e+00
6.879550218582153320e-01,-3.657297134399414062e+00,-1.859004855155944824e+00
1.073502659797668457e+00,-3.529245376586914062e+00,-1.853471040725708008e+00
1.472021460533142090e+00,-3.634813070297241211e+00,-1.812022805213928223e+00
2.420702934265136719e+00,-2.983490705490112305e+00,-1.843009471893310547e+00
2.640944004058837891e+00,-2.761052846908569336e+00,-1.997896552085876465e+00
-2.897758722305297852e+00,-1.912091493606567383e+00,-1.777061343193054199e+00
3.585177421569824219e+00,-1.899479389190673828e+00,-1.952442526817321777e+00
-3.094300031661987305e+00,-1.665557503700256348e+00,-1.819080352783203125e+00
3.670000076293945312e+00,-1.574849963188171387e+00,-1.953999996185302734e+00
-3.341216087341308594e+00,-1.274760365486145020e+00,-1.882246375083923340e+00
-3.451338052749633789e+00,-7.231229543685913086e-01,-1.759247064590454102e+00
-3.729117155075073242e+00,-4.341628551483154297e-01,-1.853356003761291504e+00
-3.713999986648559570e+00,-1.728000044822692871e-01,-1.793499946594238281e+00
-3.658994913101196289e+00,3.663508594036102295e-01,-1.766168951988220215e+00
3.805501937866210938e+00,9.373816847801208496e-01,-1.768558502197265625e+00
3.700248718261718750e+00,1.270447969436645508e+00,-1.775786519050598145e+00
3.646909475326538086e+00,1.627531170845031738e+00,-1.875793933868408203e+00
1.154142737388610840e+00,3.797370195388793945e+00,-1.873976230621337891e+00
1.624279737472534180e+00,3.697133064270019531e+00,-1.901298999786376953e+00
8.968629837036132812e-01,3.882386207580566406e+00,-1.752535939216613770e+00
-9.479825496673583984e-01,-3.820514917373657227e+00,-1.449488282203674316e+00
-4.301090240478515625e-01,-3.774533271789550781e+00,-1.598685026168823242e+00
-2.533227019011974335e-02,-3.607723951339721680e+00,-1.400665163993835449e+00
1.703565865755081177e-01,-3.692360639572143555e+00,-1.606144905090332031e+00
4.743627309799194336e-01,-3.734664678573608398e+00,-1.602833151817321777e+00
1.233775258064270020e+00,-3.552820444107055664e+00,-1.519944548606872559e+00
-1.452000021934509277e+00,-3.461250066757202148e+00,-1.503000020980834961e+00
1.495101928710937500e+00,-3.448424339294433594e+00,-1.480430960655212402e+00
1.900383949279785156e+00,-3.297187805175781250e+00,-1.587111830711364746e+00
2.298076152801513672e+00,-3.030152559280395508e+00,-1.430464029312133789e+00
2.473071336746215820e+00,-2.892225503921508789e+00,-1.435787439346313477e+00
2.666309833526611328e+00,-2.706856489181518555e+00,-1.612668752670288086e+00
3.030449867248535156e+00,-2.262300491333007812e+00,-1.654791235923767090e+00
-3.033890962600708008e+00,-1.797686219215393066e+00,-1.707423448562622070e+00
3.185512781143188477e+00,-2.080596208572387695e+00,-1.696834087371826172e+00
3.566999912261962891e+00,-1.776149988174438477e+00,-1.575999975204467773e+00
-3.103667736053466797e+00,-1.582103133201599121e+00,-1.558113098144531250e+00
3.405512332916259766e+00,-1.730689406394958496e+00,-1.605185866355895996e+00
-3.223647356033325195e+00,-1.237232089042663574e+00,-1.506913304328918457e+00
3.778149604797363281e+00,-1.219477891921997070e+00,-1.646989941596984863e+00
3.883573532104492188e+00,-8.436704874038696289e-01,-1.568960309028625488e+00
-3.434164762496948242e+00,-6.141345500946044922e-01,-1.574505448341369629e+00
3.877261638641357422e+00,-1.969049423933029175e-01,-1.563792586326599121e+00
-3.648580074310302734e+00,2.815517485141754150e-01,-1.411238670349121094e+00
3.844843387603759766e+00,8.961470425128936768e-02,-1.674842238426208496e+00
3.857608795166015625e+00,1.123687699437141418e-01,-1.474458813667297363e+00
-3.938177585601806641e+00,6.315597891807556152e-01,-1.731273531913757324e+00
-3.670572519302368164e+00,5.158362984657287598e-01,-1.644043087959289551e+00
3.810029268264770508e+00,6.629314422607421875e-01,-1.460363984107971191e+00
-3.656381607055664062e+00,8.398102521896362305e-01,-1.401647567749023438e+00
3.775000095367431641e+00,8.602799773216247559e-01,-1.453999996185302734e+00
-3.593091964721679688e+00,1.066696524620056152e+00,-1.648255109786987305e+00
-3.403702735900878906e+00,1.500429391860961914e+00,-1.628873586654663086e+00
3.568036556243896484e+00,1.595372557640075684e+00,-1.505640625953674316e+00
-3.275054454803466797e+00,1.965087771415710449e+00,-1.554803371429443359e+00
3.661999940872192383e+00,1.898139953613281250e+00,-1.660500049591064453e+00
