-4.812925338745117188e+00,-1.572082757949829102e+00,-2.829753875732421875e+00
-4.936735153198242188e+00,-7.300343513488769531e-01,-2.844592809677124023e+00
-5.099782466888427734e+00,-1.200326681137084961e-01,-2.936319112777709961e+00
-4.821254253387451172e+00,1.603785514831542969e+00,-2.832155466079711914e+00
-4.752819061279296875e+00,1.797155141830444336e+00,-2.851716279983520508e+00
-4.576367378234863281e+00,2.288202762603759766e+00,-2.869143247604370117e+00
-4.391349792480468750e+00,2.612420558929443359e+00,-2.845151185989379883e+00
-4.230802536010742188e+00,2.842487096786499023e+00,-2.857710123062133789e+00
3.837553262710571289e+00,-3.550374507904052734e+00,-2.514918804168701172e+00
-3.827552318572998047e+00,-3.446329355239868164e+00,-2.499661207199096680e+00
-4.332245826721191406e+00,-2.821724176406860352e+00,-2.503620386123657227e+00
4.360179901123046875e+00,-2.900600671768188477e+00,-2.476176023483276367e+00
-4.356298446655273438e+00,-2.639055490493774414e+00,-2.533839702606201172e+00
4.453464984893798828e+00,-2.705868721008300781e+00,-2.583760261535644531e+00
4.570678234100341797e+00,-2.515774488449096680e+00,-2.486140966415405273e+00
-4.604448318481445312e+00,-2.204416990280151367e+00,-2.494005203247070312e+00
4.616355895996093750e+00,-2.378765106201171875e+00,-2.511908769607543945e+00
-4.875232219696044922e+00,-1.458843708038330078e+00,-2.453224182128906250e+00
-4.904635429382324219e+00,-1.053728580474853516e+00,-2.766276121139526367e+00
-4.886090278625488281e+00,-1.252095460891723633e+00,-2.713174819946289062e+00
4.943850517272949219e+00,-1.271266460418701172e+00,-2.661256313323974609e+00
-4.973490715026855469e+00,-7.817063331604003906e-01,-2.776829719543457031e+00
5.038807868957519531e+00,-9.524748325347900391e-01,-2.466878652572631836e+00
-5.130231380462646484e+00,-4.856593608856201172e-01,-2.665305376052856445e+00
5.153660774230957031e+00,-4.397482573986053467e-01,-2.459468841552734375e+00
-5.090346336364746094e+00,-1.087397858500480652e-01,-2.674887180328369141e+00
5.117228507995605469e+00,-1.260488331317901611e-01,-2.465932130813598633e+00
-5.120917320251464844e+00,1.206833720207214355e-01,-2.597355842590332031e+00
-5.096708774566650391e+00,5.203136801719665527e-01,-2.545047998428344727e+00
-5.066851615905761719e+00,8.254610896110534668e-01,-2.655005931854248047e+00
-4.980682373046875000e+00,1.289430260658264160e+00,-2.561161279678344727e+00
4.939382553100585938e+00,1.236716032028198242e+00,-2.688627958297729492e+00
-4.839653015136718750e+00,1.533018708229064941e+00,-2.618790626525878906e+00
-4.727138519287109375e+00,1.899701714515686035e+00,-2.530864715576171875e+00
4.733906269073486328e+00,1.828935503959655762e+00,-2.686419248580932617e+00
-4.603188991546630859e+00,2.247493505477905273e+00,-2.538101911544799805e+00
-4.526805877685546875e+00,2.383054494857788086e+00,-2.684310436248779297e+00
-4.373378753662109375e+00,2.602270841598510742e+00,-2.612753629684448242e+00
-4.208683967590332031e+00,2.871837615966796875e+00,-2.763593912124633789e+00
-4.044948577880859375e+00,3.125591754913330078e+00,-2.717402696609497070e+00
-3.665719985961914062e+00,3.455625772476196289e+00,-2.683005571365356445e+00
-3.378011703491210938e+00,3.815399408340454102e+00,-2.490445852279663086e+00
-3.228582620620727539e+00,3.951047420501708984e+00,-2.459267139434814453e+00
-3.139328718185424805e+00,4.151467323303222656e+00,-2.591746330261230469e+00
-2.854264259338378906e+00,4.427830696105957031e+00,-2.465579748153686523e+00
-7.271794974803924561e-02,5.058391571044921875e+00,-2.472548007965087891e+00
-7.886742949485778809e-01,-5.173941612243652344e+00,-2.237489700317382812e+00
-2.784783840179443359e-01,-5.187061309814453125e+00,-2.200302362442016602e+00
1.925146579742431641e+00,-4.825994968414306641e+00,-2.165565729141235352e+00
2.179744720458984375e+00,-4.753139019012451172e+00,-2.245715856552124023e+00
2.951871395111083984e+00,-4.317252635955810547e+00,-2.108233928680419922e+00
3.539659976959228516e+00,-3.893990755081176758e+00,-2.211906433105468750e+00
3.654675722122192383e+00,-3.748180389404296875e+00,-2.319441556930541992e+00
3.900019884109497070e+00,-3.507190465927124023e+00,-2.254548072814941406e+00
-4.007150650024414062e+00,-3.280386209487915039e+00,-2.146630287170410156e+00
4.020552635192871094e+00,-3.398148775100708008e+00,-2.244606494903564453e+00
-4.278494358062744141e+00,-2.896436691284179688e+00,-2.319265127182006836e+00
4.371446132659912109e+00,-2.935694932937622070e+00,-2.352696180343627930e+00
-4.339461803436279297e+00,-2.745161294937133789e+00,-2.259953498840332031e+00
